 

stn    time           tre200s0  tpo200s0
THU    202407112130       19.1      23.4
THU    202407112140       18.8      23.1
THU    202407112150       19.0      23.3
THU    202407112200       18.9      23.2
THU    202407112210       18.9      23.2
THU    202407112220       19.5      23.8
THU    202407112230       19.3      23.6
THU    202407112240       19.0      23.3
THU    202407112250       19.3      23.7
THU    202407112300       19.3      23.7
THU    202407112310       19.6      24.0
THU    202407112320       19.8      24.2
THU    202407112330       19.4      23.8
THU    202407112340       19.0      23.3
THU    202407112350       19.2      23.5
THU    202407120000       18.9      23.2
THU    202407120010       18.7      23.0
THU    202407120020       18.9      23.2
THU    202407120030       18.9      23.2
THU    202407120040       18.9      23.2
THU    202407120050       18.8      23.1
THU    202407120100       19.0      23.3
THU    202407120110       19.0      23.3
THU    202407120120       19.1      23.4
THU    202407120130       19.5      23.8
THU    202407120140       20.0      24.4
THU    202407120150       19.9      24.2
THU    202407120200       19.3      23.6
THU    202407120210       18.7      23.1
THU    202407120220       18.6      23.0
THU    202407120230       18.7      23.1
THU    202407120240       19.2      23.6
THU    202407120250       18.9      23.3
THU    202407120300       18.8      23.2
THU    202407120310       18.9      23.3
THU    202407120320       19.6      24.0
THU    202407120330       18.3      22.7
THU    202407120340       17.4      21.8
THU    202407120350       17.2      21.6
THU    202407120400       18.5      23.0
THU    202407120410       18.0      22.5
THU    202407120420       17.9      22.4
THU    202407120430       17.3      21.7
THU    202407120440       17.5      21.9
THU    202407120450       17.8      22.2
THU    202407120500       17.6      22.0
THU    202407120510       17.5      21.9
THU    202407120520       17.7      22.1
THU    202407120530       18.2      22.6
THU    202407120540       18.0      22.5
THU    202407120550       18.5      23.0
THU    202407120600       18.3      22.7
THU    202407120610       18.1      22.5
THU    202407120620       18.4      22.9
THU    202407120630       18.3      22.8
THU    202407120640       18.2      22.7
THU    202407120650       18.2      22.7
THU    202407120700       18.4      22.9
THU    202407120710       18.5      23.0
THU    202407120720       18.7      23.2
THU    202407120730       19.1      23.7
THU    202407120740       19.3      23.9
THU    202407120750       19.4      24.0
THU    202407120800       19.5      24.1
THU    202407120810       20.0      24.6
THU    202407120820       20.6      25.2
THU    202407120830       21.1      25.7
THU    202407120840       21.3      25.9
THU    202407120850       21.4      26.0
THU    202407120900       21.4      26.0
THU    202407120910       21.6      26.2
THU    202407120920       21.7      26.3
THU    202407120930       21.7      26.3
THU    202407120940       21.8      26.4
THU    202407120950       21.6      26.2
THU    202407121000       21.7      26.3
THU    202407121010       21.8      26.4
THU    202407121020       21.7      26.2
THU    202407121030       21.5      26.0
THU    202407121040       21.7      26.2
THU    202407121050       21.5      26.1
THU    202407121100       21.0      25.5
THU    202407121110       21.5      26.1
THU    202407121120       21.5      26.1
THU    202407121130       22.0      26.6
THU    202407121140       22.0      26.6
THU    202407121150       22.1      26.7
THU    202407121200       22.4      27.0
THU    202407121210       22.0      26.6
THU    202407121220       22.1      26.7
THU    202407121230       23.1      27.7
THU    202407121240       23.2      27.9
THU    202407121250       22.8      27.5
THU    202407121300       23.0      27.7
THU    202407121310       22.9      27.6
THU    202407121320       22.6      27.3
THU    202407121330       22.2      26.9
THU    202407121340       21.8      26.5
THU    202407121350       21.5      26.2
THU    202407121400       21.5      26.2
THU    202407121410       21.5      26.2
THU    202407121420       22.0      26.7
THU    202407121430       22.7      27.4
THU    202407121440       22.6      27.3
THU    202407121450       21.8      26.4
THU    202407121500       21.2      25.8
THU    202407121510       19.6      24.2
THU    202407121520       19.3      23.9
THU    202407121530       18.8      23.3
THU    202407121540       18.6      23.1
THU    202407121550       18.7      23.2
THU    202407121600       18.4      22.9
THU    202407121610       17.5      22.0
THU    202407121620       16.8      21.3
THU    202407121630       16.6      21.1
THU    202407121640       16.8      21.3
THU    202407121650       16.5      20.9
THU    202407121700       16.1      20.5
THU    202407121710       15.9      20.2
THU    202407121720       15.8      20.2
THU    202407121730       15.8      20.2
THU    202407121740       15.7      20.1
THU    202407121750       15.6      20.0
THU    202407121800       15.6      20.0
THU    202407121810       15.7      20.1
THU    202407121820       15.9      20.3
THU    202407121830       16.0      20.4
THU    202407121840       16.1      20.5
THU    202407121850       16.0      20.4
THU    202407121900       16.0      20.4
THU    202407121910       15.9      20.3
THU    202407121920       16.0      20.4
THU    202407121930       16.0      20.4
THU    202407121940       16.2      20.6
THU    202407121950       16.1      20.5
THU    202407122000       15.8      20.2
THU    202407122010       15.8      20.1
THU    202407122020       16.0      20.4
THU    202407122030       16.2      20.6
THU    202407122040       16.2      20.6
THU    202407122050       16.0      20.4
THU    202407122100       15.8      20.2
THU    202407122110       15.4      19.7
THU    202407122120       15.3      19.6
THU    202407122130       15.4      19.7
THU    202407122140       15.4      19.7
THU    202407122150       15.4      19.7
THU    202407122200       15.3      19.6
THU    202407122210       15.4      19.7
THU    202407122220       15.1      19.4
THU    202407122230       15.1      19.4
THU    202407122240       14.6      18.9
THU    202407122250       14.5      18.8
THU    202407122300       14.7      19.0
THU    202407122310       14.8      19.1
THU    202407122320       14.7      19.0
THU    202407122330       14.8      19.1
THU    202407122340       15.0      19.3
THU    202407122350       15.2      19.5
THU    202407130000       15.4      19.7
THU    202407130010       15.3      19.6
THU    202407130020       15.1      19.4
THU    202407130030       15.2      19.5
THU    202407130040       15.1      19.4
THU    202407130050       15.1      19.4
THU    202407130100       14.9      19.2
THU    202407130110       14.8      19.1
THU    202407130120       14.9      19.2
THU    202407130130       14.8      19.1
THU    202407130140       14.6      18.9
THU    202407130150       14.6      18.9
THU    202407130200       14.5      18.8
THU    202407130210       14.4      18.7
THU    202407130220       14.4      18.7
THU    202407130230       14.4      18.7
THU    202407130240       14.4      18.7
THU    202407130250       14.4      18.7
THU    202407130300       14.3      18.6
THU    202407130310       14.3      18.6
THU    202407130320       14.2      18.5
THU    202407130330       14.2      18.5
THU    202407130340       14.3      18.6
THU    202407130350       14.4      18.7
THU    202407130400       14.4      18.7
THU    202407130410       14.3      18.6
THU    202407130420       14.3      18.6
THU    202407130430       14.3      18.6
THU    202407130440       14.3      18.6
THU    202407130450       14.3      18.6
THU    202407130500       14.3      18.6
THU    202407130510       14.2      18.5
THU    202407130520       14.2      18.5
THU    202407130530       14.2      18.5
THU    202407130540       14.2      18.5
THU    202407130550       14.2      18.5
THU    202407130600       14.2      18.5
THU    202407130610       14.2      18.5
THU    202407130620       14.2      18.5
THU    202407130630       14.4      18.7
THU    202407130640       14.4      18.7
THU    202407130650       14.5      18.8
THU    202407130700       14.6      18.9
THU    202407130710       14.7      19.0
THU    202407130720       14.9      19.2
THU    202407130730       15.0      19.3
THU    202407130740       15.2      19.5
THU    202407130750       15.6      19.9
THU    202407130800       15.6      19.9
THU    202407130810       15.7      20.0
THU    202407130820       15.9      20.2
THU    202407130830       15.8      20.1
THU    202407130840       15.9      20.2
THU    202407130850       15.9      20.2
THU    202407130900       15.9      20.2
THU    202407130910       16.1      20.4
THU    202407130920       16.5      20.8
THU    202407130930       17.0      21.3
THU    202407130940       17.2      21.5
THU    202407130950       17.7      22.0
THU    202407131000       18.0      22.4
THU    202407131010       18.0      22.4
THU    202407131020       17.8      22.2
THU    202407131030       17.8      22.2
THU    202407131040       17.9      22.3
THU    202407131050       18.1      22.5
